relation_type	related_work	related_person	start_date	end_date
1049	http://schnitzler-werkimport/work_3355	pmb12015		
1049	http://schnitzler-werkimport/work_3354	pmb12015		
1049	http://schnitzler-werkimport/work_3785	pmb12163		
1049	http://schnitzler-werkimport/work_3787	pmb12163		
1049	http://schnitzler-werkimport/work_3786	pmb12163		
1049	http://schnitzler-werkimport/work_3788	pmb12163		
1049	http://schnitzler-werkimport/work_4422	pmb5428		
1049	http://schnitzler-werkimport/D127_n1_w1	pmb7218		
1049	http://schnitzler-werkimport/D127_n1_w2	pmb7218		
1049	http://schnitzler-werkimport/D127_n1_w3	pmb7218		
1049	http://schnitzler-werkimport/D342_n1_w1	pmb4398		
1049	http://schnitzler-werkimport/work_3745	pmb20643		
1049	http://schnitzler-werkimport/D371_n1_w4	pmb12551		
1049	http://schnitzler-werkimport/D371_n1_w2	pmb12551		
1049	http://schnitzler-werkimport/D371_n1_w5	pmb12551		
1049	http://schnitzler-werkimport/D371_n1_w3	pmb12551		
1049	http://schnitzler-werkimport/D371_n1_w1	pmb12551		
1049	http://schnitzler-werkimport/work_3080	pmb11676		
1049	http://schnitzler-werkimport/work_3079	pmb11676		
1049	http://schnitzler-werkimport/work_3079	pmb9441		
1049	http://schnitzler-werkimport/work_3081	pmb11676		
1049	http://schnitzler-werkimport/D199_n1_w1	pmb11676		
1049	http://schnitzler-werkimport/work_4403	pmb9441		
1049	http://schnitzler-werkimport/work_1269	pmb13462		
1049	http://schnitzler-werkimport/work_1269	pmb21189		
1049	http://schnitzler-werkimport/work_1272	pmb13462		
1049	http://schnitzler-werkimport/work_1272	pmb26171		
1049	http://schnitzler-werkimport/work_1270	pmb13462		
1049	http://schnitzler-werkimport/work_4447	pmb4836		
1049	http://schnitzler-werkimport/G8_n1_w3_t1	pmb4107		
1049	http://schnitzler-werkimport/G8_n1_w3_o1	pmb4107		
1049	http://schnitzler-werkimport/G8_n1_w1_t1	pmb4107		
1049	http://schnitzler-werkimport/work_2326	pmb4107		
1049	http://schnitzler-werkimport/G8_n1_w4_t1	pmb4107		
1049	http://schnitzler-werkimport/G8_n1_w4_o1	pmb4107		
1049	http://schnitzler-werkimport/G8_n1_w1_o1	pmb4107		
1049	http://schnitzler-werkimport/G8_n1_w2_t1	pmb4107		
1049	http://schnitzler-werkimport/G8_n1_w2_o1	pmb4107		
1049	http://schnitzler-werkimport/work_2944	pmb17942		
1049	http://schnitzler-werkimport/D452_n1_w5	pmb13017		
1049	http://schnitzler-werkimport/D452_n1_w4	pmb13017		
1049	http://schnitzler-werkimport/D452_n1_w2	pmb13017		
1049	http://schnitzler-werkimport/work_5340	pmb13017		
1049	http://schnitzler-werkimport/D452_n1_w3	pmb13017		
1049	http://schnitzler-werkimport/D452_n1_w1	pmb13017		
1049	http://schnitzler-werkimport/work_5336	pmb13017		
1049	http://schnitzler-werkimport/work_2894	pmb4197		
1049	http://schnitzler-werkimport/work_2894	pmb12222		
1049	http://schnitzler-werkimport/F68_n1_w1	pmb4197		
1049	http://schnitzler-werkimport/work_3892	pmb12222		
1049	http://schnitzler-werkimport/work_2680	pmb17024		
1049	http://schnitzler-werkimport/work_2680	pmb12222		
1049	http://schnitzler-werkimport/work_3286	pmb18766		
1049	http://schnitzler-werkimport/R6_n1_w21	pmb4006		
1049	http://schnitzler-werkimport/work_2172	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w4_t1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w17_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w13_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w18_t1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w6_t1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w13_t1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w8_t1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w7_t1	pmb4006		
1049	http://schnitzler-werkimport/work_2178	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w22_t1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w11_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w15_t1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w5_t1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w12_t1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w2	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w9_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w3_t1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w14_t1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w14_o1	pmb4006		
1049	http://schnitzler-werkimport/work_2176	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w10_t1	pmb4006		
1049	http://schnitzler-werkimport/work_2177	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w3_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w1_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w7_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w16_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w22_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w1_t1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w19	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w5_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w6_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w10_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w18_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w20_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w12_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w15_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w8_o1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w20_t1	pmb4006		
1049	http://schnitzler-werkimport/R6_n1_w4_o1	pmb4006		
1049	http://schnitzler-werkimport/work_3531	pmb12028		
1049	http://schnitzler-werkimport/work_3532	pmb12028		
1049	http://schnitzler-werkimport/work_3533	pmb12028		
1049	http://schnitzler-werkimport/work_3535	pmb12028		
1049	http://schnitzler-werkimport/work_3534	pmb12028		
1049	http://schnitzler-werkimport/work_3616	pmb18314		
1049	http://schnitzler-werkimport/work_3616	pmb26602		
1049	http://schnitzler-werkimport/work_2113	pmb15309		
1049	http://schnitzler-werkimport/work_3037	pmb18093		
1049	http://schnitzler-werkimport/work_3036	pmb18093		
1049	http://schnitzler-werkimport/work_3038	pmb18093		
1049	http://schnitzler-werkimport/work_1845	pmb11028		
1049	http://schnitzler-werkimport/work_1846	pmb11028		
1049	http://schnitzler-werkimport/work_1802	pmb11008		
1049	http://schnitzler-werkimport/work_2200	pmb11190		
1049	http://schnitzler-werkimport/F42_n1_w2_t1	pmb11190		
1049	http://schnitzler-werkimport/work_2201	pmb11190		
1049	http://schnitzler-werkimport/work_2202	pmb11190		
1049	http://schnitzler-werkimport/F42_n1_w2_o1	pmb11190		
1049	http://schnitzler-werkimport/F42_n1_w1	pmb11190		
1049	http://schnitzler-werkimport/F42_n1_w3	pmb11190		
1049	http://schnitzler-werkimport/F66_n1_w4	pmb21501		
1049	http://schnitzler-werkimport/F66_n1_w1	pmb21501		
1049	http://schnitzler-werkimport/F66_n1_w3	pmb21501		
1049	http://schnitzler-werkimport/F66_n1_w2	pmb21501		
1049	http://schnitzler-werkimport/work_3132	pmb4194		
1049	http://schnitzler-werkimport/D477_n1_w2	pmb10574		
1049	http://schnitzler-werkimport/work_5538	pmb10574		
1049	http://schnitzler-werkimport/D477_n1_w3	pmb10574		
1049	http://schnitzler-werkimport/work_5543	pmb10574		
1049	http://schnitzler-werkimport/work_5537	pmb10574		
1049	http://schnitzler-werkimport/work_5541	pmb10574		
1049	http://schnitzler-werkimport/D477_n1_w4	pmb10574		
1049	http://schnitzler-werkimport/work_5542	pmb10574		
1049	http://schnitzler-werkimport/work_5544	pmb10574		
1049	http://schnitzler-werkimport/work_1287	pmb6034		
1049	http://schnitzler-werkimport/work_1287	pmb6571		
1049	http://schnitzler-werkimport/work_1942	pmb6571		
1049	http://schnitzler-werkimport/work_1942	pmb11337		
1049	http://schnitzler-werkimport/work_1939	pmb6571		
1049	http://schnitzler-werkimport/work_1939	pmb11337		
1049	http://schnitzler-werkimport/work_2481	pmb11337		
1049	http://schnitzler-werkimport/F54_n1_w1	pmb11337		
1049	http://schnitzler-werkimport/work_4436	pmb23316		
1049	http://schnitzler-werkimport/work_3699	pmb20586		
1049	http://schnitzler-werkimport/D78_n1_w1	pmb11098		
1049	http://schnitzler-werkimport/D78_n1_w2	pmb11098		
1049	http://schnitzler-werkimport/I5_n1_w1_t1	pmb3326		
1049	http://schnitzler-werkimport/work_2091	pmb27849		
1049	http://schnitzler-werkimport/work_4339	pmb4276		
1049	http://schnitzler-werkimport/work_4340	pmb4276		
1049	http://schnitzler-werkimport/F160_n1_w6_t1	pmb28820		
1049	http://schnitzler-werkimport/F160_n1_w6_o1	pmb28820		
1049	http://schnitzler-werkimport/work_4969	pmb28820		
1049	http://schnitzler-werkimport/work_4971	pmb28820		
1049	http://schnitzler-werkimport/work_4968	pmb28820		
1049	http://schnitzler-werkimport/work_4973	pmb28820		
1049	http://schnitzler-werkimport/work_4970	pmb28820		
1049	http://schnitzler-werkimport/F160_n1_w5	pmb28820		
1049	http://schnitzler-werkimport/F160_n1_w3_o1	pmb28820		
1049	http://schnitzler-werkimport/F160_n1_w3_t1	pmb28820		
1049	http://schnitzler-werkimport/work_4974	pmb28820		
1049	http://schnitzler-werkimport/F160_n1_w1_t1	pmb28820		
1049	http://schnitzler-werkimport/F160_n1_w4	pmb28820		
1049	http://schnitzler-werkimport/work_2459	pmb28356		
1049	http://schnitzler-werkimport/work_2459	pmb11334		
1049	http://schnitzler-werkimport/work_2457	pmb28356		
1049	http://schnitzler-werkimport/work_2457	pmb11334		
1049	http://schnitzler-werkimport/work_2460	pmb28356		
1049	http://schnitzler-werkimport/work_2460	pmb11334		
1049	http://schnitzler-werkimport/work_2461	pmb28356		
1049	http://schnitzler-werkimport/work_2461	pmb11334		
1049	http://schnitzler-werkimport/work_2462	pmb28356		
1049	http://schnitzler-werkimport/work_2462	pmb11334		
1049	http://schnitzler-werkimport/work_2458	pmb28356		
1049	http://schnitzler-werkimport/work_2458	pmb11334		
1049	http://schnitzler-werkimport/work_2464	pmb28356		
1049	http://schnitzler-werkimport/work_2464	pmb11334		
1049	http://schnitzler-werkimport/F15_n1_w3	pmb10893		
1049	http://schnitzler-werkimport/F15_n1_w5	pmb10893		
1049	http://schnitzler-werkimport/work_1605	pmb10893		
1049	http://schnitzler-werkimport/work_1604	pmb10893		
1049	http://schnitzler-werkimport/F15_n1_w1	pmb10893		
1049	http://schnitzler-werkimport/F15_n1_w4	pmb10893		
1049	http://schnitzler-werkimport/F15_n1_w2	pmb10893		
1049	http://schnitzler-werkimport/work_1851	pmb11033		
1049	http://schnitzler-werkimport/work_1611	pmb14131		
1049	http://schnitzler-werkimport/work_5553	pmb13159		
1049	http://schnitzler-werkimport/D483_n1_w1	pmb13159		
1049	http://schnitzler-werkimport/work_5223	pmb26198		
1049	http://schnitzler-werkimport/work_4131	pmb12345		
1049	http://schnitzler-werkimport/work_4130	pmb12345		
1049	http://schnitzler-werkimport/work_4132	pmb12345		
1049	http://schnitzler-werkimport/work_1463	pmb6180		
1049	http://schnitzler-werkimport/work_1464	pmb6180		
1049	http://schnitzler-werkimport/work_1466	pmb6180		
1049	http://schnitzler-werkimport/work_1467	pmb6180		
1049	http://schnitzler-werkimport/work_2874	pmb11555		
1049	http://schnitzler-werkimport/work_2875	pmb11555		
1049	http://schnitzler-werkimport/P3_n1_w1_o1	pmb13216		
1049	http://schnitzler-werkimport/P3_n1_w1_t1	pmb13216		
1049	http://schnitzler-werkimport/work_3269	pmb11813		
1049	http://schnitzler-werkimport/F107_n1_w4	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w14	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w9	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w8	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w10	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w12	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w5	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w18	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w2	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w15	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w11	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w6	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w13	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w17	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w1	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w16	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w3	pmb12201		
1049	http://schnitzler-werkimport/F107_n1_w7	pmb12201		
1049	http://schnitzler-werkimport/work_5510	pmb13122		
1049	http://schnitzler-werkimport/work_5512	pmb13122		
1049	http://schnitzler-werkimport/work_5514	pmb13122		
1049	http://schnitzler-werkimport/work_5516	pmb13122		
1049	http://schnitzler-werkimport/work_5513	pmb13122		
1049	http://schnitzler-werkimport/D47_n1_w1	pmb14281		
1049	http://schnitzler-werkimport/D433_n1_w1	pmb4035		
1049	http://schnitzler-werkimport/work_3677	pmb12085		
1049	http://schnitzler-werkimport/work_2650	pmb16958		
1049	http://schnitzler-werkimport/work_3554	pmb12040		
1049	http://schnitzler-werkimport/work_2163	pmb11168		
1049	http://schnitzler-werkimport/work_2164	pmb11168		
1049	http://schnitzler-werkimport/work_2452	pmb11330		
1049	http://schnitzler-werkimport/F50_n1_w4	pmb11330		
1049	http://schnitzler-werkimport/work_2454	pmb11330		
1049	http://schnitzler-werkimport/F50_n1_w3	pmb11330		
1049	http://schnitzler-werkimport/work_2456	pmb11330		
1049	http://schnitzler-werkimport/F50_n1_w7	pmb11330		
1049	http://schnitzler-werkimport/F50_n1_w2	pmb11330		
1049	http://schnitzler-werkimport/F50_n1_w5	pmb11330		
1049	http://schnitzler-werkimport/G5_n1_w1_o1	pmb13473		
1049	http://schnitzler-werkimport/G5_n1_w3_o1	pmb13473		
1049	http://schnitzler-werkimport/G5_n1_w1_t1	pmb13473		
1049	http://schnitzler-werkimport/G5_n1_w3_t1	pmb13473		
1049	http://schnitzler-werkimport/G5_n1_w2_t1	pmb13473		
1049	http://schnitzler-werkimport/G5_n1_w2_o1	pmb13473		
1049	http://schnitzler-werkimport/work_1288	pmb13473		
1049	http://schnitzler-werkimport/work_2227	pmb4816		
1049	http://schnitzler-werkimport/work_2228	pmb4816		
1049	http://schnitzler-werkimport/work_2232	pmb4816		
1049	http://schnitzler-werkimport/work_2229	pmb4816		
1049	http://schnitzler-werkimport/work_2230	pmb4816		
1049	http://schnitzler-werkimport/work_2231	pmb4816		
1049	http://schnitzler-werkimport/work_2233	pmb4816		
1049	http://schnitzler-werkimport/work_2234	pmb4816		
1049	http://schnitzler-werkimport/work_2235	pmb4816		
1049	http://schnitzler-werkimport/work_2236	pmb4816		
1049	http://schnitzler-werkimport/work_2237	pmb4816		
1049	http://schnitzler-werkimport/work_2238	pmb4816		
1049	http://schnitzler-werkimport/work_2239	pmb4816		
1049	http://schnitzler-werkimport/work_2240	pmb4816		
1049	http://schnitzler-werkimport/work_1975	pmb2980		
1049	http://schnitzler-werkimport/work_3636	pmb12053		
1049	http://schnitzler-werkimport/work_3637	pmb12053		
1049	http://schnitzler-werkimport/work_3302	pmb2697		
1049	http://schnitzler-werkimport/GB19_n1_w3_t1	pmb2697		
1049	http://schnitzler-werkimport/GB19_n1_w1_o1	pmb2697		
1049	http://schnitzler-werkimport/GB19_n1_w1_t1	pmb2697		
1049	http://schnitzler-werkimport/GB19_n1_w3_o1	pmb2697		
1049	http://schnitzler-werkimport/GB19_n1_w2_o1	pmb2697		
1049	http://schnitzler-werkimport/work_2417	pmb2931		
1049	http://schnitzler-werkimport/work_2425	pmb2931		
1049	http://schnitzler-werkimport/work_2425	pmb18114		
1049	http://schnitzler-werkimport/work_2420	pmb2931		
1049	http://schnitzler-werkimport/work_2125	pmb15340		
1049	http://schnitzler-werkimport/work_2125	pmb2931		
1049	http://schnitzler-werkimport/work_2419	pmb2931		
1049	http://schnitzler-werkimport/work_2422	pmb2931		
1049	http://schnitzler-werkimport/work_2424	pmb2931		
1049	http://schnitzler-werkimport/work_2421	pmb2931		
1049	http://schnitzler-werkimport/work_4910	pmb3109		
1049	http://schnitzler-werkimport/work_4911	pmb3109		
1049	http://schnitzler-werkimport/work_4909	pmb3109		
1049	http://schnitzler-werkimport/work_1842	pmb14637		
1049	http://schnitzler-werkimport/D163_n1_w1	pmb11524		
1049	http://schnitzler-werkimport/work_1586	pmb14080		
1049	http://schnitzler-werkimport/work_4540	pmb12605		
1049	http://schnitzler-werkimport/D36_n1_w1	pmb13999		
1049	http://schnitzler-werkimport/D36_n1_w9	pmb13999		
1049	http://schnitzler-werkimport/D36_n1_w5	pmb13999		
1049	http://schnitzler-werkimport/D36_n1_w2	pmb13999		
1049	http://schnitzler-werkimport/D36_n1_w3	pmb13999		
1049	http://schnitzler-werkimport/D36_n1_w6	pmb13999		
1049	http://schnitzler-werkimport/work_1560	pmb13999		
1049	http://schnitzler-werkimport/work_1559	pmb13999		
1049	http://schnitzler-werkimport/D36_n1_w7	pmb13999		
1049	http://schnitzler-werkimport/D36_n1_w4	pmb13999		
1049	http://schnitzler-werkimport/I13_n1_w2_t1	pmb28753		
1049	http://schnitzler-werkimport/I13_n1_w2_o1	pmb28753		
1049	http://schnitzler-werkimport/I13_n1_w1_o1	pmb28753		
1049	http://schnitzler-werkimport/I13_n1_w1_t1	pmb28753		
1049	http://schnitzler-werkimport/work_2679	pmb7411		
1049	http://schnitzler-werkimport/work_2679	pmb3579		
1049	http://schnitzler-werkimport/work_2679	pmb27649		
1049	http://schnitzler-werkimport/work_3770	pmb28938		
1049	http://schnitzler-werkimport/work_3771	pmb28938		
1049	http://schnitzler-werkimport/work_2100	pmb11141		
1049	http://schnitzler-werkimport/work_2101	pmb11141		
1049	http://schnitzler-werkimport/work_4281	pmb4336		
1049	http://schnitzler-werkimport/work_4280	pmb4336		
1049	http://schnitzler-werkimport/work_3929	pmb5125		
1049	http://schnitzler-werkimport/F111_n1_w1_o1	pmb5125		
1049	http://schnitzler-werkimport/F111_n1_w2	pmb5125		
1049	http://schnitzler-werkimport/F111_n1_w1_o2	pmb5125		
1049	http://schnitzler-werkimport/work_4997	pmb10043		
1049	http://schnitzler-werkimport/work_4996	pmb10043		
1049	http://schnitzler-werkimport/work_4998	pmb10043		
1049	http://schnitzler-werkimport/F19_n1_w2	pmb4026		
1049	http://schnitzler-werkimport/F19_n1_w7	pmb4026		
1049	http://schnitzler-werkimport/F19_n1_w10	pmb4026		
1049	http://schnitzler-werkimport/F19_n1_w3	pmb4026		
1049	http://schnitzler-werkimport/work_1740	pmb4026		
1049	http://schnitzler-werkimport/F19_n1_w5	pmb4026		
1049	http://schnitzler-werkimport/F19_n1_w1	pmb4026		
1049	http://schnitzler-werkimport/F19_n1_w4	pmb4026		
1049	http://schnitzler-werkimport/F19_n1_w9	pmb4026		
1049	http://schnitzler-werkimport/F19_n1_w6	pmb4026		
1049	http://schnitzler-werkimport/work_1819	pmb11021		
1049	http://schnitzler-werkimport/work_3992	pmb21558		
1049	http://schnitzler-werkimport/work_3995	pmb21558		
1049	http://schnitzler-werkimport/U8_n1_w1	pmb21558		
1049	http://schnitzler-werkimport/work_3987	pmb21558		
1049	http://schnitzler-werkimport/work_3990	pmb21558		
1049	http://schnitzler-werkimport/work_3985	pmb21558		
1049	http://schnitzler-werkimport/work_3991	pmb21558		
1049	http://schnitzler-werkimport/work_3993	pmb21558		
1049	http://schnitzler-werkimport/work_3994	pmb21558		
1049	http://schnitzler-werkimport/work_3996	pmb21558		
1049	http://schnitzler-werkimport/work_2783	pmb5067		
1049	http://schnitzler-werkimport/work_2782	pmb5067		
1049	http://schnitzler-werkimport/work_4928	pmb2646		
1049	http://schnitzler-werkimport/work_1455	pmb10854		
1049	http://schnitzler-werkimport/D24_n1_w2	pmb10854		
1049	http://schnitzler-werkimport/work_1454	pmb10854		
1049	http://schnitzler-werkimport/D24_n1_w4	pmb10854		
1049	http://schnitzler-werkimport/work_1456	pmb10854		
1049	http://schnitzler-werkimport/D24_n1_w3	pmb10854		
1049	http://schnitzler-werkimport/D24_n1_w1	pmb10854		
1049	http://schnitzler-werkimport/work_4238	pmb5464		
1049	http://schnitzler-werkimport/work_4236	pmb5464		
1049	http://schnitzler-werkimport/work_4237	pmb5464		
1049	http://schnitzler-werkimport/I2_n1_w3_o1	pmb2142		
1049	http://schnitzler-werkimport/work_1260	pmb2142		
1049	http://schnitzler-werkimport/I2_n1_w1_o1	pmb2142		
1049	http://schnitzler-werkimport/I2_n1_w1_t1	pmb2142		
1049	http://schnitzler-werkimport/I2_n1_w2_t1	pmb2142		
1049	http://schnitzler-werkimport/I2_n1_w2_o1	pmb2142		
1049	http://schnitzler-werkimport/work_2077	pmb11131		
1049	http://schnitzler-werkimport/work_2079	pmb11131		
1049	http://schnitzler-werkimport/work_2078	pmb11131		
1049	http://schnitzler-werkimport/work_2080	pmb11131		
1049	http://schnitzler-werkimport/work_2081	pmb11131		
1049	http://schnitzler-werkimport/work_3965	pmb12261		
1049	http://schnitzler-werkimport/work_3964	pmb12261		
1049	http://schnitzler-werkimport/F140_n1_w1	pmb4460		
1049	http://schnitzler-werkimport/work_4425	pmb4460		
1049	http://schnitzler-werkimport/work_2524	pmb7209		
1049	http://schnitzler-werkimport/D120_n1_w1	pmb7209		
1049	http://schnitzler-werkimport/work_2522	pmb7209		
1049	http://schnitzler-werkimport/work_2905	pmb11570		
1049	http://schnitzler-werkimport/work_2897	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w8_t1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w8_o1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w13_o1	pmb11570		
1049	http://schnitzler-werkimport/work_2903	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w12_o1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w6_t1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w12_t1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w14_t1	pmb11570		
1049	http://schnitzler-werkimport/work_2911	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w2_o1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w2_t1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w1_t1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w5_o1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w5_t1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w13_t1	pmb11570		
1049	http://schnitzler-werkimport/work_2904	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w15_o1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w4_t1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w4_o1	pmb11570		
1049	http://schnitzler-werkimport/work_2899	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w7_o1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w3_o1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w3_t1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w9_t1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w9_o1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w14_o1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w15_t1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w6_o1	pmb11570		
1049	http://schnitzler-werkimport/work_2907	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w1_o1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w11_o1	pmb11570		
1049	http://schnitzler-werkimport/work_2901	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w10_o1	pmb11570		
1049	http://schnitzler-werkimport/N21_n1_w10_t1	pmb11570		
1049	http://schnitzler-werkimport/work_2909	pmb11570		
1049	http://schnitzler-werkimport/work_2676	pmb11435		
1049	http://schnitzler-werkimport/work_2675	pmb11435		
1049	http://schnitzler-werkimport/N31_n1_w1_t1	pmb11820		
1049	http://schnitzler-werkimport/work_3299	pmb11820		
1049	http://schnitzler-werkimport/work_3297	pmb11820		
1049	http://schnitzler-werkimport/N31_n1_w4_o1	pmb11820		
1049	http://schnitzler-werkimport/N31_n1_w4_t1	pmb11820		
1049	http://schnitzler-werkimport/N31_n1_w3_o1	pmb11820		
1049	http://schnitzler-werkimport/work_3298	pmb11820		
1049	http://schnitzler-werkimport/N31_n1_w2_t1	pmb11820		
1049	http://schnitzler-werkimport/N31_n1_w1_o1	pmb11820		
1049	http://schnitzler-werkimport/work_3300	pmb11820		
1049	http://schnitzler-werkimport/work_2142	pmb11205		
1049	http://schnitzler-werkimport/work_2143	pmb11205		
1049	http://schnitzler-werkimport/work_2144	pmb11205		
1049	http://schnitzler-werkimport/work_2145	pmb11205		
1049	http://schnitzler-werkimport/N38_n1_w1_t1	pmb8422		
1049	http://schnitzler-werkimport/N38_n1_w1_o1	pmb8422		
1049	http://schnitzler-werkimport/work_3525	pmb8422		
1049	http://schnitzler-werkimport/work_1643	pmb6303		
1049	http://schnitzler-werkimport/F148_n1_w2	pmb12543		
1049	http://schnitzler-werkimport/work_4494	pmb12543		
1049	http://schnitzler-werkimport/F148_n1_w1_o1	pmb12543		
1049	http://schnitzler-werkimport/F148_n1_w1_t1	pmb12543		
1049	http://schnitzler-werkimport/N7_n1_w4_t1	pmb2400		
1049	http://schnitzler-werkimport/N7_n1_w4_o1	pmb2400		
1049	http://schnitzler-werkimport/work_1664	pmb2400		
1049	http://schnitzler-werkimport/N7_n1_w8_o1	pmb2400		
1049	http://schnitzler-werkimport/work_1668	pmb2400		
1049	http://schnitzler-werkimport/N7_n1_w1_t1	pmb2400		
1049	http://schnitzler-werkimport/N7_n1_w6_t1	pmb2400		
1049	http://schnitzler-werkimport/N7_n1_w1_o1	pmb2400		
1049	http://schnitzler-werkimport/N7_n1_w6_o1	pmb2400		
1049	http://schnitzler-werkimport/work_1670	pmb2400		
1049	http://schnitzler-werkimport/N7_n1_w3_t1	pmb2400		
1049	http://schnitzler-werkimport/N7_n1_w3_o1	pmb2400		
1049	http://schnitzler-werkimport/N7_n1_w7_o1	pmb2400		
1049	http://schnitzler-werkimport/work_1669	pmb2400		
1049	http://schnitzler-werkimport/N7_n1_w2_t1	pmb2400		
1049	http://schnitzler-werkimport/N7_n1_w2_o1	pmb2400		
1049	http://schnitzler-werkimport/N7_n1_w5_t1	pmb2400		
1049	http://schnitzler-werkimport/N7_n1_w5_o1	pmb2400		
1049	http://schnitzler-werkimport/work_3757	pmb12126		
1049	http://schnitzler-werkimport/work_3753	pmb12126		
1049	http://schnitzler-werkimport/work_3755	pmb12126		
1049	http://schnitzler-werkimport/work_3756	pmb12126		
1049	http://schnitzler-werkimport/D349_n1_w3	pmb2135		
1049	http://schnitzler-werkimport/work_4329	pmb2135		
1049	http://schnitzler-werkimport/work_4326	pmb2135		
1049	http://schnitzler-werkimport/D349_n1_w1	pmb2135		
1049	http://schnitzler-werkimport/work_4332	pmb2135		
1049	http://schnitzler-werkimport/work_4331	pmb2135		
1049	http://schnitzler-werkimport/work_4333	pmb2135		
1049	http://schnitzler-werkimport/work_3697	pmb12143		
