id	name	start_date	end_date	kind
http://schnitzler-werkimport/work_2709	Briefwechsel zwischen Goethe und Marianne von Willemer			
http://schnitzler-werkimport/work_2710	Briefwechsel zwischen Goethe und Reinhard in den Jahren 1807 bis 1832			
http://schnitzler-werkimport/work_2729	Das Märchen			
http://schnitzler-werkimport/work_2711	Der Briefwechsel zwischen Goethe und Zelter			
http://schnitzler-werkimport/work_2728	Die Leiden des jungen Werther			
http://schnitzler-werkimport/work_2715	Egmont			
http://schnitzler-werkimport/work_2717	Faust II			
http://schnitzler-werkimport/work_2718	Gedichte			
http://schnitzler-werkimport/work_2721	Goethes Briefe an Frau von Stein			
http://schnitzler-werkimport/work_2722	Goethes Briefwechsel mit Heinrich Meyer			
http://schnitzler-werkimport/work_2725	Hermann und Dorothea			
http://schnitzler-werkimport/work_2736	Urfaust			
http://schnitzler-werkimport/work_2738	Wilhelm Meisters theatralische Sendung			
http://schnitzler-werkimport/work_2919	König Salomo			
http://schnitzler-werkimport/work_2920	Schirin und Gertraude			1097
http://schnitzler-werkimport/work_2921	Tantris der Narr. Drama in fünf Akten			1097
http://schnitzler-werkimport/work_4004	Stufen			1065
http://schnitzler-werkimport/work_3793	Griseldis			
http://schnitzler-werkimport/work_3794	Ouvertüre zu einem gaskognischen Ritterspiele			
http://schnitzler-werkimport/work_1785	Caius Iulius Caesar			1156
http://schnitzler-werkimport/work_1786	Das neue Europa			1798
http://schnitzler-werkimport/work_1789	Die Jesus-Sage			
http://schnitzler-werkimport/D63_n1_w4_o1	Die Literatur des 19. Jahrhunderts in ihren Hauptströmungen dargestellt	1882	1900	
http://schnitzler-werkimport/D63_n1_w1_t1	Ferdinand Lassalle. Ein literarisches Charakterbild	1877	1877	
http://schnitzler-werkimport/D63_n1_w1_o1	Ferdinand Lassalle. En kritisk Fremstilling	1881	1881	
http://schnitzler-werkimport/work_1787	Goethe			
http://schnitzler-werkimport/D63_n1_w4_o2	Hovedstrømninger i det nittende aarhundredes Litteratur	1906	1906	
http://schnitzler-werkimport/D63_n1_w3	Moderne Geister. Literarische Bildnisse aus dem 19. Jh	1882	1882	
http://schnitzler-werkimport/D63_n1_w2_t1	Sören Kierkegaard. Ein literarisches Charakterbild	1879	1879	
http://schnitzler-werkimport/D63_n1_w2_o1	Søren Kierkegaard. En kritisk Fremstilling i Grundrids	1877	1877	
http://schnitzler-werkimport/work_1790	Voltaire			1156
http://schnitzler-werkimport/work_4821	Coriolanus			1097
http://schnitzler-werkimport/work_4844	Das Wintermärchen			1097
http://schnitzler-werkimport/work_4841	Die lustigen Weiber von Windsor			1097
http://schnitzler-werkimport/work_4836	Richard III.			1097
http://schnitzler-werkimport/work_4839	Troilus und Cressida			1097
http://schnitzler-werkimport/work_4829	Viel Lärm um nichts			1097
http://schnitzler-werkimport/work_3773	Aglavaine und Selysette			1097
http://schnitzler-werkimport/work_3775	Beatrix			1097
http://schnitzler-werkimport/work_3779	Das Leben der Bienen			
http://schnitzler-werkimport/work_3780	Das Leben der Termiten			
http://schnitzler-werkimport/work_3783	Der Tod des Tintagiles			
http://schnitzler-werkimport/work_3776	Die Intelligenz der Blumen			
http://schnitzler-werkimport/work_3777	Intérieur			1057
http://schnitzler-werkimport/work_3778	L’intruse			
http://schnitzler-werkimport/work_3774	Les aveugles			
http://schnitzler-werkimport/work_3782	Pelleas und Melisande			
http://schnitzler-werkimport/work_5044	Burleske für Klavier und Orchester d-Moll o. Op. AV. 85			
http://schnitzler-werkimport/work_5043	Der Bürger als Edelmann op. 60			1077
http://schnitzler-werkimport/work_5045	Don Juan op. 20			
http://schnitzler-werkimport/work_5046	Don Quixote op. 35			
http://schnitzler-werkimport/work_5040	Eine Alpensymphonie op. 64			
http://schnitzler-werkimport/work_5048	Feuersnot op. 50			1059
http://schnitzler-werkimport/work_5051	Intermezzo op. 72			1059
http://schnitzler-werkimport/work_5052	Josephslegende op. 63			1077
http://schnitzler-werkimport/work_5054	Militärmärsche op. 57			
