relation_type	uri	related_work	start_date	end_date
1884	http://schnitzler-werkimport/E6_n1_w1_t1	http://schnitzler-werkimport/E6_n1_w1_o1	1819	1819
1884	http://schnitzler-werkimport/E7_n1_w1_t1	http://schnitzler-werkimport/E7_n1_w1_o1	1617	1617
1884	http://schnitzler-werkimport/E8_n1_w2_t1	http://schnitzler-werkimport/E8_n1_w2_o1	1870	1870
1884	http://schnitzler-werkimport/E8_n1_w1_t1	http://schnitzler-werkimport/E8_n1_w1_o1	1805	1805
1884	http://schnitzler-werkimport/E9_n1_w1_t1	http://schnitzler-werkimport/E9_n1_w1_o1	1885	1885
1884	http://schnitzler-werkimport/E9_n1_w2_t1	http://schnitzler-werkimport/E9_n1_w2_o1	1882	1882
1884	http://schnitzler-werkimport/E10_n1_w1_t1	http://schnitzler-werkimport/E10_n1_w1_o1	1918	1918
1884	http://schnitzler-werkimport/GB1_n1_w2_t1	http://schnitzler-werkimport/GB1_n1_w2_o1	1884	1884
1884	http://schnitzler-werkimport/GB1_n1_w1_t1	http://schnitzler-werkimport/GB1_n1_w1_o1	1874	1874
1884	http://schnitzler-werkimport/work_1863	http://schnitzler-werkimport/GB4_n1_w1_o1		
1884	http://schnitzler-werkimport/GB5_n1_w5_t1	http://schnitzler-werkimport/GB5_n1_w5_o1	1840	1840
1884	http://schnitzler-werkimport/GB5_n1_w1_t1	http://schnitzler-werkimport/GB5_n1_w1_o1	1834	1834
1884	http://schnitzler-werkimport/GB5_n1_w4_t1	http://schnitzler-werkimport/GB5_n1_w4_o1	1839	1839
1884	http://schnitzler-werkimport/GB5_n1_w3_t1	http://schnitzler-werkimport/GB5_n1_w3_o1	1845	1845
1884	http://schnitzler-werkimport/GB5_n1_w2_t1	http://schnitzler-werkimport/GB5_n1_w2_o1	1833	1833
1884	http://schnitzler-werkimport/GB9_n1_w1_t1	http://schnitzler-werkimport/GB9_n1_w1_o1	1914	1914
1884	http://schnitzler-werkimport/GB10_n1_w1_t1	http://schnitzler-werkimport/GB10_n1_w1_o1	1860	1860
1884	http://schnitzler-werkimport/GB11_n1_w1_t1	http://schnitzler-werkimport/GB11_n1_w1_o1	1896	1896
1884	http://schnitzler-werkimport/GB12_n1_w1_t1	http://schnitzler-werkimport/GB12_n1_w1_o1	1896	1896
1884	http://schnitzler-werkimport/GB13_n1_w1_t1	http://schnitzler-werkimport/GB13_n1_w1_o1	1872	1874
1884	http://schnitzler-werkimport/GB14_n1_w1_t1	http://schnitzler-werkimport/GB14_n1_w1_o1	1881	1881
1884	http://schnitzler-werkimport/GB16_n1_w1_t1	http://schnitzler-werkimport/GB16_n1_w1_o1	1890	1890
1884	http://schnitzler-werkimport/GB17_n1_w1_t1	http://schnitzler-werkimport/GB17_n1_w1_o1	1895	1895
1884	http://schnitzler-werkimport/GB18_n1_w1_t1	http://schnitzler-werkimport/GB18_n1_w1_o1		
1884	http://schnitzler-werkimport/GB20_n1_w1_t1	http://schnitzler-werkimport/GB20_n1_w1_o1	1926	1926
1884	http://schnitzler-werkimport/GB21_n1_w3_t1	http://schnitzler-werkimport/GB21_n1_w3_o1	1903	1903
1884	http://schnitzler-werkimport/GB21_n1_w2_t1	http://schnitzler-werkimport/GB21_n1_w2_o1	1898	1898
1884	http://schnitzler-werkimport/GB21_n1_w1_t1	http://schnitzler-werkimport/GB21_n1_w1_o1	1895	1895
1884	http://schnitzler-werkimport/GB22_n1_w1_t1	http://schnitzler-werkimport/GB22_n1_w1_o1	1904	1904
1884	http://schnitzler-werkimport/GB23_n1_w1_t1	http://schnitzler-werkimport/GB23_n1_w1_o1	1935	1935
1884	http://schnitzler-werkimport/GB25_n1_w1_t1	http://schnitzler-werkimport/GB25_n1_w1_o1	1928	1928
1884	http://schnitzler-werkimport/GB26_n1_w1_t1	http://schnitzler-werkimport/GB26_n1_w1_o1	1927	1927
1884	http://schnitzler-werkimport/GB27_n1_w1_t1	http://schnitzler-werkimport/GB27_n1_w1_o1	1843	1843
1884	http://schnitzler-werkimport/GB28_n1_w1_t1	http://schnitzler-werkimport/GB28_n1_w1_o1	1880	1880
1884	http://schnitzler-werkimport/GB29_n1_w1_t1	http://schnitzler-werkimport/GB29_n1_w1_o1	1818	1818
1884	http://schnitzler-werkimport/GB29_n1_w2_t1	http://schnitzler-werkimport/GB29_n1_w2_o1	1831	1831
1884	http://schnitzler-werkimport/GB30_n1_w1_t1	http://schnitzler-werkimport/GB30_n1_w1_o1	1927	1927
1884	http://schnitzler-werkimport/GB31_n1_w4_t1	http://schnitzler-werkimport/GB31_n1_w4_o1	1890	1890
1884	http://schnitzler-werkimport/GB31_n1_w2_t1	http://schnitzler-werkimport/GB31_n1_w2_o1	1829	1829
1884	http://schnitzler-werkimport/GB31_n1_w1_t1	http://schnitzler-werkimport/GB31_n1_w1_o1	1836	1836
1884	http://schnitzler-werkimport/GB31_n1_w5_t1	http://schnitzler-werkimport/GB31_n1_w5_o1	1836	1836
1884	http://schnitzler-werkimport/GB32_n1_w1_t1	http://schnitzler-werkimport/GB32_n1_w1_o1	1900	1900
1884	http://schnitzler-werkimport/GB34_n1_w1_t1	http://schnitzler-werkimport/GB34_n1_w1_o1	1905	1905
1884	http://schnitzler-werkimport/GB35_n1_w1_t1	http://schnitzler-werkimport/GB35_n1_w1_o1	1895	1895
1884	http://schnitzler-werkimport/GB38_n1_w2_t1	http://schnitzler-werkimport/GB38_n1_w2_o1	1889	1889
1884	http://schnitzler-werkimport/GB38_n1_w1_t1	http://schnitzler-werkimport/GB38_n1_w1_o1	1888	1888
1884	http://schnitzler-werkimport/GB40_n1_w1_t1	http://schnitzler-werkimport/GB40_n1_w1_o1	1886	1886
1884	http://schnitzler-werkimport/GB45_n1_w1_t1	http://schnitzler-werkimport/GB45_n1_w1_o1	1819	1819
1884	http://schnitzler-werkimport/GB49_n1_w1_t1	http://schnitzler-werkimport/GB49_n1_w1_o1	1904	1904
1884	http://schnitzler-werkimport/work_5156	http://schnitzler-werkimport/GB48_n1_w1_o1		
1884	http://schnitzler-werkimport/GB48_n1_w2_t1	http://schnitzler-werkimport/GB48_n1_w2_o1	1849	1851
1884	http://schnitzler-werkimport/GB48_n1_w3_t1	http://schnitzler-werkimport/GB48_n1_w3_o1	1851	1851
1884	http://schnitzler-werkimport/GB48_n1_w4_t1	http://schnitzler-werkimport/GB48_n1_w4_o1	1852	1852
1884	http://schnitzler-werkimport/U3_n1_w1_t1	http://schnitzler-werkimport/U3_n1_w1_o1	1846	1846
1884	http://schnitzler-werkimport/U4_n1_w1_t1	http://schnitzler-werkimport/U4_n1_w1_o1	1909	1909
1884	http://schnitzler-werkimport/U5_n1_w1_t1	http://schnitzler-werkimport/U5_n1_w1_o1	1896	1896
1884	http://schnitzler-werkimport/U6_n1_w4_t1	http://schnitzler-werkimport/U6_n1_w4_o1	1883	1883
1884	http://schnitzler-werkimport/U6_n1_w8_t1	http://schnitzler-werkimport/U6_n1_w8_o1	1886	1886
1884	http://schnitzler-werkimport/work_3308	http://schnitzler-werkimport/U6_n1_w1_o1		
1884	http://schnitzler-werkimport/U6_n1_w5_t1	http://schnitzler-werkimport/U6_n1_w5_o1	1878	1878
1884	http://schnitzler-werkimport/U6_n1_w2_t1	http://schnitzler-werkimport/U6_n1_w2_o1	1874	1874
1884	http://schnitzler-werkimport/U6_n1_w7_t1	http://schnitzler-werkimport/U6_n1_w7_o1	1875	1875
1884	http://schnitzler-werkimport/U6_n1_w6_t1	http://schnitzler-werkimport/U6_n1_w6_o1	1885	1885
1884	http://schnitzler-werkimport/U6_n1_w3_t1	http://schnitzler-werkimport/U6_n1_w3_o1	1871	1871
1884	http://schnitzler-werkimport/U9_n1_w1_t1	http://schnitzler-werkimport/U9_n1_w1_o1	1852	1852
1884	http://schnitzler-werkimport/P1_n1_w2_t1	http://schnitzler-werkimport/P1_n1_w2_o1	1877	1882
1884	http://schnitzler-werkimport/P1_n1_w1_t1	http://schnitzler-werkimport/P1_n1_w1_o1	1882	1882
1884	http://schnitzler-werkimport/P2_n1_w2_t1	http://schnitzler-werkimport/P2_n1_w2_o1	1881	1881
1884	http://schnitzler-werkimport/P2_n1_w1_t1	http://schnitzler-werkimport/P2_n1_w1_o1	1880	1880
1884	http://schnitzler-werkimport/P2_n1_w3_t1	http://schnitzler-werkimport/P2_n1_w3_o1	1885	1885
1884	http://schnitzler-werkimport/P5_n1_w1_t1	http://schnitzler-werkimport/P5_n1_w1_o1	1901	1901
1884	http://schnitzler-werkimport/P6_n1_w1_t1	http://schnitzler-werkimport/P6_n1_w1_o1	1881	1881
1884	http://schnitzler-werkimport/P7_n1_w3_t1	http://schnitzler-werkimport/P7_n1_w3_o1	1889	1889
1884	http://schnitzler-werkimport/P7_n1_w2_t1	http://schnitzler-werkimport/P7_n1_w2_o1	1893	1893
1884	http://schnitzler-werkimport/P7_n1_w1_t1	http://schnitzler-werkimport/P7_n1_w1_o1	1881	1881
1884	http://schnitzler-werkimport/P8_n1_w1_t1	http://schnitzler-werkimport/P8_n1_w1_o1	1898	1898
1884	http://schnitzler-werkimport/P9_n1_w1_t1	http://schnitzler-werkimport/P9_n1_w1_o1	1889	1889
1884	http://schnitzler-werkimport/N1_n1_w1_t1	http://schnitzler-werkimport/N1_n1_w1_o1	1890	1890
1884	http://schnitzler-werkimport/N1_n1_w2_t1	http://schnitzler-werkimport/N1_n1_w2_o1	1883	1883
1884	http://schnitzler-werkimport/N2_n1_w1_t1	http://schnitzler-werkimport/N2_n1_w1_o1	1887	1890
1884	http://schnitzler-werkimport/N3_n1_w4_t1	http://schnitzler-werkimport/N3_n1_w4_o1	1847	1847
1884	http://schnitzler-werkimport/N3_n1_w1_t1	http://schnitzler-werkimport/N3_n1_w1_o1	1847	1847
1884	http://schnitzler-werkimport/N3_n1_w3_t1	http://schnitzler-werkimport/N3_n1_w3_o1	1909	1909
1884	http://schnitzler-werkimport/N3_n1_w2_t1	http://schnitzler-werkimport/N3_n1_w2_o1	1847	1847
1884	http://schnitzler-werkimport/N5_n1_w1_t1	http://schnitzler-werkimport/N5_n1_w1_o1	1909	1909
1884	http://schnitzler-werkimport/N6_n1_w1_t1	http://schnitzler-werkimport/N6_n1_w1_o1	1870	1870
1884	http://schnitzler-werkimport/N8_n1_w1_t1	http://schnitzler-werkimport/N8_n1_w1_o1	1910	1910
1884	http://schnitzler-werkimport/N9_n1_w4_t1	http://schnitzler-werkimport/N9_n1_w4_o1	1881	1881
1884	http://schnitzler-werkimport/N9_n1_w1_t1	http://schnitzler-werkimport/N9_n1_w1_o1	1885	1885
1884	http://schnitzler-werkimport/N9_n1_w2_t1	http://schnitzler-werkimport/N9_n1_w2_o1	1885	1885
1884	http://schnitzler-werkimport/N9_n1_w3_t1	http://schnitzler-werkimport/N9_n1_w3_o1	1885	1885
1884	http://schnitzler-werkimport/N10_n1_w1_t1	http://schnitzler-werkimport/N10_n1_w1_o1	1907	1907
1884	http://schnitzler-werkimport/N10_n1_w2_t1	http://schnitzler-werkimport/N10_n1_w2_o1	1910	1910
1884	http://schnitzler-werkimport/N11_n1_w1_t1	http://schnitzler-werkimport/N11_n1_w1_o1	1890	1890
1884	http://schnitzler-werkimport/N12_n1_w1_t1	http://schnitzler-werkimport/N12_n1_w1_o1	1851	1851
1884	http://schnitzler-werkimport/N13_n1_w2_t1	http://schnitzler-werkimport/N13_n1_w2_o1	1888	1888
1884	http://schnitzler-werkimport/N13_n1_w1_t1	http://schnitzler-werkimport/N13_n1_w1_o1	1887	1887
1884	http://schnitzler-werkimport/N14_n1_w1_t1	http://schnitzler-werkimport/N14_n1_w1_o1	1907	1907
1884	http://schnitzler-werkimport/N15_n1_w1_t1	http://schnitzler-werkimport/N15_n1_w1_o1	1882	1882
1884	http://schnitzler-werkimport/N16_n1_w1_t1	http://schnitzler-werkimport/N16_n1_w1_o1	1900	1900
1884	http://schnitzler-werkimport/work_2259	http://schnitzler-werkimport/N17_n1_w1_o1		
1884	http://schnitzler-werkimport/N18_n1_w1_t1	http://schnitzler-werkimport/N18_n1_w1_o1	1888	1888
1884	http://schnitzler-werkimport/N18_n1_w6_t1	http://schnitzler-werkimport/N18_n1_w6_o1	1888	1888
1884	http://schnitzler-werkimport/N18_n1_w2_t1	http://schnitzler-werkimport/N18_n1_w2_o1	1897	1897
1884	http://schnitzler-werkimport/N18_n1_w3_t1	http://schnitzler-werkimport/N18_n1_w3_o1	1891	1891
1884	http://schnitzler-werkimport/N18_n1_w8_t1	http://schnitzler-werkimport/N18_n1_w8_o1	1893	1893
1884	http://schnitzler-werkimport/N18_n1_w5_t1	http://schnitzler-werkimport/N18_n1_w5_o1	1893	1893
1884	http://schnitzler-werkimport/N18_n1_w7_t1	http://schnitzler-werkimport/N18_n1_w7_o1	1898	1898
1884	http://schnitzler-werkimport/N20_n1_w1_t1	http://schnitzler-werkimport/N20_n1_w1_o1	1831	1831
1884	http://schnitzler-werkimport/N22_n1_w1_t1	http://schnitzler-werkimport/N22_n1_w1_o1	1890	1890
1884	http://schnitzler-werkimport/N22_n1_w3_t1	http://schnitzler-werkimport/N22_n1_w3_o1	1892	1892
1884	http://schnitzler-werkimport/N23_n1_w2_t1	http://schnitzler-werkimport/N23_n1_w2_o1	1911	1911
1884	http://schnitzler-werkimport/N23_n1_w1_t1	http://schnitzler-werkimport/N23_n1_w1_o1	1919	1919
1884	http://schnitzler-werkimport/R13_n1_w1_t1	http://schnitzler-werkimport/R13_n1_w1_o1	1903	1903
1884	http://schnitzler-werkimport/N24_n1_w1_t1	http://schnitzler-werkimport/N24_n1_w1_o1	1903	1903
1884	http://schnitzler-werkimport/N25_n1_w1_t1	http://schnitzler-werkimport/N25_n1_w1_o1	1846	1846
1884	http://schnitzler-werkimport/N26_n1_w1_t1	http://schnitzler-werkimport/N26_n1_w1_o1	1890	1890
1884	http://schnitzler-werkimport/N27_n1_w1_t1	http://schnitzler-werkimport/N27_n1_w1_o1	1897	1897
1884	http://schnitzler-werkimport/N32_n1_w1_t1	http://schnitzler-werkimport/N32_n1_w1_o1	1918	1918
1884	http://schnitzler-werkimport/N34_n1_w5_t1	http://schnitzler-werkimport/N34_n1_w5_o1	1881	1881
1884	http://schnitzler-werkimport/N34_n1_w3_t1	http://schnitzler-werkimport/N34_n1_w3_o1	1886	1886
1884	http://schnitzler-werkimport/N34_n1_w1_t1	http://schnitzler-werkimport/N34_n1_w1_o1	1881	1881
1884	http://schnitzler-werkimport/N34_n1_w2_t1	http://schnitzler-werkimport/N34_n1_w2_o1	1886	1886
1884	http://schnitzler-werkimport/N34_n1_w4_t1	http://schnitzler-werkimport/N34_n1_w4_o1	1884	1884
1884	http://schnitzler-werkimport/N36_n1_w1_t1	http://schnitzler-werkimport/N36_n1_w1_o1	1909	1909
1884	http://schnitzler-werkimport/N37_n1_w1_t1	http://schnitzler-werkimport/N37_n1_w1_o1	1888	1888
1884	http://schnitzler-werkimport/N39_n1_w1_t1	http://schnitzler-werkimport/N39_n1_w1_o1	1892	1892
1884	http://schnitzler-werkimport/N40_n1_w1_t1	http://schnitzler-werkimport/N40_n1_w1_o1	1882	1882
1884	http://schnitzler-werkimport/work_3655	http://schnitzler-werkimport/N40_n1_w5_o1		
1884	http://schnitzler-werkimport/N40_n1_w3_t1	http://schnitzler-werkimport/N40_n1_w3_o1	1888	1888
1884	http://schnitzler-werkimport/N40_n1_w4_t1	http://schnitzler-werkimport/N40_n1_w4_o1	1894	1894
1884	http://schnitzler-werkimport/N40_n1_w2_t1	http://schnitzler-werkimport/N40_n1_w2_o1	1884	1884
1884	http://schnitzler-werkimport/N41_n1_w1_t1	http://schnitzler-werkimport/N41_n1_w1_o1	1878	1878
1884	http://schnitzler-werkimport/N42_n1_w1_t1	http://schnitzler-werkimport/N42_n1_w1_o1	1913	1913
1884	http://schnitzler-werkimport/N42_n1_w2_t1	http://schnitzler-werkimport/N42_n1_w2_o1	1909	1909
1884	http://schnitzler-werkimport/N43_n1_w3_t1	http://schnitzler-werkimport/N43_n1_w3_o1	1901	1902
1884	http://schnitzler-werkimport/N43_n1_w2_t1	http://schnitzler-werkimport/N43_n1_w2_o1	1900	1900
1884	http://schnitzler-werkimport/N43_n1_w1_t1	http://schnitzler-werkimport/N43_n1_w1_o1	1875	1875
1884	http://schnitzler-werkimport/work_3945	http://schnitzler-werkimport/N45_n1_w2_o1		
1884	http://schnitzler-werkimport/N45_n1_w1_t1	http://schnitzler-werkimport/N45_n1_w1_o1	1903	1903
1884	http://schnitzler-werkimport/N47_n1_w1_t1	http://schnitzler-werkimport/N47_n1_w1_o1	1900	1900
1884	http://schnitzler-werkimport/N48_n1_w1_t1	http://schnitzler-werkimport/N48_n1_w1_o1	1808	1808
1884	http://schnitzler-werkimport/N48_n1_w3_t1	http://schnitzler-werkimport/N48_n1_w3_o1	1849	1849
1884	http://schnitzler-werkimport/N48_n1_w2_t1	http://schnitzler-werkimport/N48_n1_w2_o1	1816	1816
1884	http://schnitzler-werkimport/N50_n1_w1_t1	http://schnitzler-werkimport/N50_n1_w1_o1	1911	1911
1884	http://schnitzler-werkimport/N51_n1_w1_t1	http://schnitzler-werkimport/N51_n1_w1_o1	1899	1899
1884	http://schnitzler-werkimport/R2_n1_w1_t1	http://schnitzler-werkimport/R2_n1_w1_o1	1889	1889
1884	http://schnitzler-werkimport/R4_n1_w1_t1	http://schnitzler-werkimport/R4_n1_w1_o1		
1884	http://schnitzler-werkimport/R5_n1_w1_t1	http://schnitzler-werkimport/R5_n1_w1_o1	1899	1899
1884	http://schnitzler-werkimport/R7_n1_w2_t1	http://schnitzler-werkimport/R7_n1_w2_o1	1910	1910
1884	http://schnitzler-werkimport/R7_n1_w1_t1	http://schnitzler-werkimport/R7_n1_w1_o1	1908	1908
1884	http://schnitzler-werkimport/R8_n1_w1_t1	http://schnitzler-werkimport/R8_n1_w1_o1	1854	1854
1884	http://schnitzler-werkimport/R8_n1_w3_t1	http://schnitzler-werkimport/R8_n1_w3_o1	1910	1910
1884	http://schnitzler-werkimport/R8_n1_w2_t1	http://schnitzler-werkimport/R8_n1_w2_o1	1846	1846
1884	http://schnitzler-werkimport/R8_n1_w5_t1	http://schnitzler-werkimport/R8_n1_w5_o1	1911	1911
1884	http://schnitzler-werkimport/R8_n1_w4_t1	http://schnitzler-werkimport/R8_n1_w4_o1	1910	1910
1884	http://schnitzler-werkimport/R10_n1_w1_t1	http://schnitzler-werkimport/R10_n1_w1_o1	1890	1890
1884	http://schnitzler-werkimport/R10_n1_w2_t1	http://schnitzler-werkimport/R10_n1_w2_o1	1869	1869
1884	http://schnitzler-werkimport/R12_n1_w1_t1	http://schnitzler-werkimport/R12_n1_w1_o1	1851	1851
1884	http://schnitzler-werkimport/R14_n1_w1_t1	http://schnitzler-werkimport/R14_n1_w1_o1	1891	1891
1884	http://schnitzler-werkimport/R16_n1_w1_t1	http://schnitzler-werkimport/R16_n1_w1_o1	1852	1852
1884	http://schnitzler-werkimport/R17_n1_w1_t1	http://schnitzler-werkimport/R17_n1_w1_o1	1925	1925
1884	http://schnitzler-werkimport/R18_n1_w1_t1	http://schnitzler-werkimport/R18_n1_w1_o1	1888	1888
1884	http://schnitzler-werkimport/R19_n1_w1_t1	http://schnitzler-werkimport/R19_n1_w1_o1	1840	1840
1884	http://schnitzler-werkimport/R20_n1_w1_t1	http://schnitzler-werkimport/R20_n1_w1_o1	1887	1887
1884	http://schnitzler-werkimport/R20_n1_w5_t1	http://schnitzler-werkimport/R20_n1_w5_o1	1888	1888
1884	http://schnitzler-werkimport/R20_n1_w4_t1	http://schnitzler-werkimport/R20_n1_w4_o1	1885	1885
1884	http://schnitzler-werkimport/R20_n1_w2_t1	http://schnitzler-werkimport/R20_n1_w2_o1	1887	1887
1884	http://schnitzler-werkimport/R20_n1_w3_t1	http://schnitzler-werkimport/R20_n1_w3_o1	1887	1887
1884	http://schnitzler-werkimport/R20_n1_w6_t1	http://schnitzler-werkimport/R20_n1_w6_o1	1888	1888
1884	http://schnitzler-werkimport/R21_n1_w1_t1	http://schnitzler-werkimport/R21_n1_w1_o1	1889	1889
1884	http://schnitzler-werkimport/R22_n1_w1_t1	http://schnitzler-werkimport/R22_n1_w1_o1	1893	1893
1884	http://schnitzler-werkimport/R23_n1_w1_t1	http://schnitzler-werkimport/R23_n1_w1_o1	1920	1920
1884	http://schnitzler-werkimport/R24_n1_w1_t1	http://schnitzler-werkimport/R24_n1_w1_o1	1882	1882
1884	http://schnitzler-werkimport/R24_n1_w2_t1	http://schnitzler-werkimport/R24_n1_w2_o1	1870	1870
1884	http://schnitzler-werkimport/R25_n1_w1_t1	http://schnitzler-werkimport/R25_n1_w1_o1	1887	1887
1884	http://schnitzler-werkimport/R27_n1_w1_t1	http://schnitzler-werkimport/R27_n1_w1_o1	1898	1898
1884	http://schnitzler-werkimport/R28_n1_w1_t1	http://schnitzler-werkimport/R28_n1_w1_o1	1888	1888
1884	http://schnitzler-werkimport/R28_n2_w1_t1	http://schnitzler-werkimport/R28_n2_w1_o1	1900	1900
1884	http://schnitzler-werkimport/R31_n1_w1_t1	http://schnitzler-werkimport/R31_n1_w1_o1	1883	1883
1884	http://schnitzler-werkimport/R32_n1_w5_t1	http://schnitzler-werkimport/R32_n1_w5_o1	1862	1862
1884	http://schnitzler-werkimport/R32_n1_w12_t1	http://schnitzler-werkimport/R32_n1_w12_o1	1918	1918
1884	http://schnitzler-werkimport/R32_n1_w6_t1	http://schnitzler-werkimport/R32_n1_w6_o1	1877	1877
1884	http://schnitzler-werkimport/R32_n1_w19_t1	http://schnitzler-werkimport/R32_n1_w19_o1	1878	1878
1884	http://schnitzler-werkimport/R32_n1_w1_t1	http://schnitzler-werkimport/R32_n1_w1_o1	1869	1869
1884	http://schnitzler-werkimport/R32_n1_w10_t1	http://schnitzler-werkimport/R32_n1_w10_o1	1871	1871
1884	http://schnitzler-werkimport/R32_n1_w11_t1	http://schnitzler-werkimport/R32_n1_w11_o1	1872	1872
1884	http://schnitzler-werkimport/R32_n1_w17_t1	http://schnitzler-werkimport/R32_n1_w17_o1	1895	1895
1884	http://schnitzler-werkimport/R32_n1_w2_t1	http://schnitzler-werkimport/R32_n1_w2_o1	1884	1884
1884	http://schnitzler-werkimport/R32_n1_w22_t1	http://schnitzler-werkimport/R32_n1_w22_o1	1878	1878
1884	http://schnitzler-werkimport/R32_n1_w16_t1	http://schnitzler-werkimport/R32_n1_w16_o1	1887	1887
1884	http://schnitzler-werkimport/R32_n1_w13_t1	http://schnitzler-werkimport/R32_n1_w13_o1	1883	1883
1884	http://schnitzler-werkimport/R32_n1_w21_t1	http://schnitzler-werkimport/R32_n1_w21_o1	1885	1885
1884	http://schnitzler-werkimport/R32_n1_w20_t1	http://schnitzler-werkimport/R32_n1_w20_o1	1864	1864
1884	http://schnitzler-werkimport/R32_n1_w9_t1	http://schnitzler-werkimport/R32_n1_w9_o1	1875	1875
1884	http://schnitzler-werkimport/R32_n1_w7_t1	http://schnitzler-werkimport/R32_n1_w7_o1	1868	1868
1884	http://schnitzler-werkimport/R32_n1_w18_t1	http://schnitzler-werkimport/R32_n1_w18_o1	1869	1869
1884	http://schnitzler-werkimport/R32_n1_w3_t1	http://schnitzler-werkimport/R32_n1_w3_o1	1882	1882
1884	http://schnitzler-werkimport/R32_n1_w4_t1	http://schnitzler-werkimport/R32_n1_w4_o1	1891	1891
1884	http://schnitzler-werkimport/R32_n1_w8_t1	http://schnitzler-werkimport/R32_n1_w8_o1	1869	1869
1884	http://schnitzler-werkimport/R32_n1_w14_t1	http://schnitzler-werkimport/R32_n1_w14_o1	1892	1892
1884	http://schnitzler-werkimport/R34_n1_w2_t1	http://schnitzler-werkimport/R34_n1_w2_o1	1894	1894
1884	http://schnitzler-werkimport/R34_n1_w4_t1	http://schnitzler-werkimport/R34_n1_w4_o1	1895	1895
1884	http://schnitzler-werkimport/R34_n1_w1_t1	http://schnitzler-werkimport/R34_n1_w1_o1	1895	1895
1884	http://schnitzler-werkimport/R34_n1_w3_t1	http://schnitzler-werkimport/R34_n1_w3_o1	1895	1895
1884	http://schnitzler-werkimport/L6_n1_w1_t1	http://schnitzler-werkimport/L6_n1_w1_o1	1666	1666
1884	http://schnitzler-werkimport/L12_n1_w1_t1	http://schnitzler-werkimport/L12_n1_w1_o1	1807	1807
1884	http://schnitzler-werkimport/L12_n1_w2_t1	http://schnitzler-werkimport/L12_n1_w2_o1	1807	1807
1884	http://schnitzler-werkimport/L12_n1_w3_t1	http://schnitzler-werkimport/L12_n1_w3_o1	1807	1807
1884	http://schnitzler-werkimport/L12_n1_w4_t1	http://schnitzler-werkimport/L12_n1_w4_o1	1852	1852
1884	http://schnitzler-werkimport/L17_n1_w1_t1	http://schnitzler-werkimport/L17_n1_w1_o1	1499	1499
1884	http://schnitzler-werkimport/work_3314	http://schnitzler-werkimport/GB31_n1_w3_o1		
